Username,Comment
@LOFIMUSIC77.,Goosebumps ❤️🔥😍
@Ankush-h8m,❤❤❤❤❤
@BeKeen56,Vibing in 2023 😊
@dipenvyas9412,Pure ❤
@proud_to_be__Bhartiya,Iss actress ka naam kya hai
@ghumte_raho3,2023 listener ❤️‍🔥📸
@Yashrajsoni9667,Super hai hai yaar aaj 2023 me bhi piche 10 saal se sun rha hu
@Shooter_3.0,2023 kon sun rha hee is masterpiece song ko ❤❤ .
@CMBACKBENCHER22,Who came here after seeing insta reel 😅😅😅
@kk_status0,Kon kon Instagram se aaya hai 😅
@YashSingh-sg7yk,Trending🔥🔥
@nihalsharma5367,Who's there after listening this masterpiece on reel 🔥 ❤
@dileep_mer,Who comes in Instagram reels 😂
@vishalralawas5685,2024 me sunne wale like karo 🎉
@MakeMoney8055,Kon kon insta se sun ke yaha aaya h 😂😂
@AmarRaj-b9u,Who is here after insta reels 😂
@priyasamriya6835,This music give amazing feeling in tour in car
@ganpatmali4817,Sir your voice is very nice please make more songs sir we will support you very nice voice❤❤👌
@ganpatmali4817,Sabse pyara song beautiful awaaz🎉❤❤❤❤❤❤❤
@rameshtanwar3644,Kis kisko Instagram per dekhkar gana yad aaya like karo
@haryanvisongs_0032,2:45  masterpiece
@Bhardwaj_Utube,Actress name?
@krishchouhan00,Instagram attention 😂😂
@sendthosebucks,Sire da patola hai 🗿
@sendthosebucks,2:57 this dance always gets me 😌😌😌🤍
@Army0808_force,❤❤❤❤
@sachinmandal08,Kon kon insta se ye video song  dekhne aaya hai like kro ❤❤
@itsrajverma011,कौन कौन इंस्टा पर reels देख कर आया है 😂😂
@Sani40,Pure song ko ek Garrage m shoot kr k hit krwane ka ghamand h😎😎😎
@SumandeviDudu,❤
@AbidKhan-17,Lyrics plz
@harishpareek1058,💥
@HIGHLEVELTHINKING01,I listen this almost 20 times in last 2 day 😅😅 i love this song
@laudalasan3595,Masterpiece
@officialyadav-bu7hr,Are bhai kaha hai Pooja ki Choti behen bula koi 😂
@cartoon10xrohi,"P

Instagram  comeback 😅"
@mahirshonah2938,Sire da patola aei pooja di choti bhen vai🥰😌❤
@chouksey._suryansh,18/11/2023
@HarshTripathi-mk5lf,It's been 10 years but still same feeling as listening for the first time 😊😊
@HarshTripathi-mk5lf,It's been 10 years but still same feeling as listening for the first time 😊😊
@Allinone-he4oe,Kon kon instagram se ye song sunke aya h
@its_abhi24,How many people here who listen this masterpiece on November 2023
@professormund,This is fucking real desi hip hop ❤❤
@a_matrixworld,This song have another level of vibe
@maheshpundir2295,भर भर के ठरक 🤣
@qrekl,.
@AJYOisPlaying,Who’s that girl ?
@sngamingpro,Kon kon instagram se aaya hai 😮
@abhishektiwari1796,Attendance for 2024 ❤
@omveershakya563,2023❤
@aayusha869,Kon kon insta pe reel dekh ke aya 2023 me ❤❤❤❤
@rajeshgaming912,Legend listing in 2023😂😂
@thefoodies4082,Bhai kya vibe hai gane m 😊😊
@blackwinnergeming5546,Kon kon Instagram PE reel dekh kar aya hai
@partyvideo4867,"Love the song
Vibe tuo hai
2023"
@shivampandit3142,Sab milake. Pooja ka explain Kiya gya h 😅
@Prateek_Singh11,Insta pr reels aane lge h.. 😊
@Ym2005-k8t,Girl name please
@kamleshkaramta87,This song hidden for me 10 years 😢 now listening daily and feel vibe
@gamingarms2475,Who is here after watching reel of this song❤
@nitishpandit1235,Who is the model in this song ?
@ajaykumar-tp9fi,From Instagram
@maharajanupamshukla214,Abhi reels dekh ke sunne aya hu ❤
@dushyantparmar07,"Who are  coming from Instagram,?"
@kanchansoni2401,10 years old song is viral now 😊👍
@gauravthakur7766,❤❤
@NekkiJ,Kon reel dekh ke aaya h 😂
@Gyan-Jankari,Kon kon reel dekh kr sun rha hai 😂❤
@Gopavaaatkomaaal,Anyone know who's she.... ? 2:49
@Vlogwithmemeet,Pooja di chhoti bahen vai ❤❤❤
@Aakash-9594,I like this song ❤️❤️❤️ and you
@tanuja6933,Mera naam bhi Pooja 😂😂
@tanuja6933,Niche song 🤗🤗❤️❤️
@Bangtan7__forever,𝑽𝒊𝒃𝒆 ❤❤
@Jkmpg,Who come from Instagram like please 😅
@ayushijoshi1285,Who listen thi msterpise song in 2024💫👑
@chandrabhushanmishra1937,All song vibe is good but this is masterpiece ✨️ 👌 🙌🏾
@Gaminglifewithsachin,Reels dekh ke kon kon aya he 😄🤫
@prashantsinghjadaun5813,Where is Pooja di behan 😅😅
@shivajiwaghmare4671,Next level song....hit2013....🔥🔥🔥🔥
@___jamrarahul,Jisko song pasnd h vo like kare
@Crafterpragya1,2023 wale attendance lagao ❤
@_._._ankitt_._._,Insta pe reel me ye song sun ke kon kon aaya hai
@SHUBH_Lucario,Wahi vibe hai Bhai ❤
@sushilmahanta989,Kisi ka kab time ayee gi kisi ko pata nahi hyaa🙋✌🏻❤️‍🩹
@mr.kishan353,Kon kon instagram se aa rha he 😂😂
@Roaster_rahull29,Its 2023 ❤❤
@AmitKumar-nd5bn,kon kon instagram se sunke aaya hai 😍😍
@Randomcomedyculture,Pura nai din yaad haa gye ❤😂 vibe thi tab bhi or aaj bhi
@famousff2314,Kon kon reels dikha k aaya hai😂
@amanvidyarthi07,Who is watching this masterpiece in 2024?
@Educational_speaker,2:04 😮😮
@mega_036,Kon kon insta se aaya hai meri tarah 😅❤
@Tiku-c3m,"odi akh bhi kamini mera dil bhi kamina 
Ye  line best hai Bhai 2:41"
@angaargaming2303,10 years But This masterpiece
@sarpanchblogs7986,2023
@memear6202,2024 wale kon kon he 😂
@jigarkhan585wale4,Kon kon ye song reel pe dekh ke Aya he like karo 👌👉😂
@Super_Saiyan_God_999,Legends listening this song in 2023❤❤
@RAJVEER0047,Kon kon Instragram pr ye Music sun kr YouTube pr scerch kr ne aa ya hai 😂😂😂
@ParasYadav-s3m,2023 me kon kon sun Raha hai 😊😊
@MadaraUchiha11898,Kon Kon Reels se aaya hai Like kro😅
@rsrs954,Public ko gangster culture psnd aaya or diamond jese klakaar ka song nhi suna comeback kro bro 2024 is yours
@Aniket_goud61,Kon kon Instagram se aaya 😂
@dheerajsarwa5848,2:41 line to sabka favourite hai ❤️😎😎😎
@sachin.k.meena.,💚🖤🤍 Will be Evergreen music piece 🎶🎵
@Ilate_,I' m watching in 2029
@Prajapati_gamers777,"YT 37M 👍🏻
Blootooth 500M+ 🗿"
@vikashsinghrjpt6572,Watching in 2025
@harish_samariya-2,Approx 37milli views but only 850 likes. 😢😮
@oyegoldie,I remember that era very much because at that time the Punjabi music industry was at its peak.❤❤
@harish_samariya-2,2023 me bhi same vibe 😊
@ruday.g2149,Listening this song in 2023 😂
@anshushah9221,Anyone who in 2023 listing this masterpiece
@mr_man23,2:45 ❤❤❤❤❤
@allinlife197,Wowww😊😊😊
@Apurbaedit,Wow wow 10 year old song
@amitchoudhary3333,After almost 10 yrs and it started vibing 😍
@bhabanisankarrgp,2:40 legend are waiting for this past of this song ❤
@bhabanisankarrgp,Bhai aise gaane school ke time pe sunke clg wali feel lete the dosto ke sath..
@factsforever-,This song viral in 2023 😊
@dineshcharan67990,It's been 10 years but no other song give vibes like this ❣️
@sklogical7,Still getting vibes on this masterpiece  🎉🎉
@_Abhishek_Pandey,Legends are getting the same vibes as 2013 🤩
@kushthakur3486,2023
@letscrackukpsc880,Only for Pooja and she's sis 😂😂😂😂 my gf😂😂😂🎉🎉🎉
@AFRYN_1x,Legend song ❤❤
@Realindiangamer11,Legends are listening this song after seenig reel of this song on insta 😂😂😅
@RahulKumar-ph5jo,2:40 💖
@Mohit__0007__,Legends are listening this song after seenig reel of this song on insta 😂😂😅
@Sumit-s4e1m,10 years old song still best 👌 🎵
@Sachinsingh00009,Ya girl jo isme hai uska name kay hai ?
@UKT-g5i,Ok now give your attendance for 2023❤
@LetsGrow905,only for legend Listening This Song❤❤🎉😮
@Uttam_S2005,Reel dekhne ke baad song sunne kaun kaun aaya hai
@nitinrathore5733,Legends watching 2023 November 😂😂😂
@cartoonworld4214,This era ❤
@Toxic_devil_07,Say true how many of you come after listing this song 2023 by Instagram 😂
@rkbeastgm,10 years old but still vibing on this masterpiece 🤟🤟
@Jayyshreeerammm,Who is listening in 2023😅
@BulletRrajaji,Pooja ko ptara h ki uski choti behen ko somebody explain me
@KidzeeNurseryRhymes,Anyone from Instagram 😁
@Your_prime,I loved tha era ❤❤❤I listened to this song today and listened to it 20+times ❤❤ I loved that song vibes ❤🎉
@hemantmeena56,Pehli bar suna maza aagye vibe h 😄 🔥
@VikasYadav-eg5wt,Who is here after watching insta reel
@krishnafarswan7063,Legends after watching reels
@laxmangurliya481,2023😊
@ayushtrivedi7192,Odi akha vi kamini mera dil vi kamina ❤️ song release in 2013 we are vibing in 2023🔥✨ and trending on Instagram.
@AakuMehra,2013-14 ka favourite he 😍 😍 2k14 me hajar  baar suna he vo bhi keypad Wale phone me 😂😍🔥
@Reactionboy030,Kon kon insta reel dekhke aya 😅
@44tiwarivipul94,Mast gana h
@uvlite,Fir se viral 😮❤😂
@krishangill0792,❤❤masterpiece ❤❤
@royalmehta2610,2:58 Thes steps 😭😍❤
@royalmehta2610,"After 10 years listening this masterpiece still vibing❤😍
Miss you my old days 😭❤
My all time favorite song❤😘"
@sksyt5113,My favorite song ever ❤❤❤
@AshwaniNYC,Song standard : Gold
@rudrakshsoni546,Bellbottom is Mysterious
@rajkumarpichhode4948,Sire da patola Pooja di chooti bhen ve
@govindbishnoi5635,"10 years after 😂

Instagram reel dekh kar aaya 😅"
@nk_cancook,No guns No nudes this is masterpiece 🎉❤
@Gautam_Akash_007,Ko kon reel dekh kar Aaya hai 😊❤
@6TxZyroGod,Anyone here from Instagram Reel❤
@arvindmandanvlog,Me listning this song after 10 years 😂😂😂😂😂❤❤❤❤bahut hi badhiya song❤❤❤odhi ek bhi kamini udha dil v kamina😊😊
@ronitkingYadav,Instagram wale attendance laga de 🎉🎉😂😂❤❤🎉🎉
@TusharBoys,Most wanted old ❤❤❤
@shivamnishad1262,😮
@montikumar1248,Fir se trending me aate huye 😂
@Hit_Songs_new_9876,Legend hear this song in 2023😂😂😂
@guild001,Legendary era
@Nvnphotography,2023 🎉🎉🎉
@rahulbhiduri8873,Sire da patola hai pooja di choti bhen 😅❤
@chandajha2990,Legend watching in 2023😂😊
@sharp_films,Childhood vibe Bluetooth era
@itz_genius,"Even after 10 years 
I'm still in love with this song ❤
Oh di ankh vi kamini mera dil bhi kaminaa 😂"
@Creator-z9h,Pov: you are listening this in 2026
@MohitPrajapat-zq3uk,samj nhi aaya per vibe thagdi is song or koi h jo 2023  me sun rha h
@baba_paradox,Ajj kal ase gana kyu ni bnata punjabi singers 🥲
@techbysassy5709,Who is listening to this song in 2023 🥰🥰🎶
@ripperofficial1410,Legends listening on 2024❤
@milionaiire_mindset,Who is listening this masterpiece in 2023 after listening on Instagram 😅
@varunsharma9363,2:48 ❤ lovely shot
@vivekkumaryadav9981,Remembering the Era ❤
@SuhgFghmnx,Actress name
@bakery4you149,Namar Gill ❤❤
@jwalabhai5867,Pooja ki chhoti bahan ka nam h meena😅
@AjayRajput-t3k,Any one play song 2023❤❤ like
@AdityaKumar-tj6tg,Playing this song in loop
@vikrantvij1,Vaah g vaah.. Maja layata veerea..
@AerospaceSystems-le7hz,Kon kon 2023 me sun rha h
@aslammalik4042,Legendary song ever
@RajsinghManglam,2023 me koi sun rha ho to like kare🔥🔥
@JATIN_SRI_GANGANAGAR,pOOja 😃😃😃😃
@nanduchaurasiya3803,I am listening in 2023
@akhistar143,Kn kn 2024 me sunn rha h
@Anisskhan9545,Nice song ❤bro Aaj Kal k song ko bhe fail krta Hai ye
@sourabhkumarpandey3381,insta me gana sunne ke bad kudh ko rok nhi paya aur yaha aa gya ❤
@AjayKumarmystery,Bacha dala is gane ne 😄😘
@TheRrock288,Kon kon Instagram reel dekhne ke baad yaha aaya like please 😂😂
@Xajay.55,2023 vale harji lvao😅😅
@Thanos_The_King,insta se aane wale attendance laga do🎉
@AftabAlam-t2i,Kon kon 2023 me sun raha hai 😊
@LapodGamer,Shared With Pooja Ki Chhoti Bahan
@shashijagdale6816,13/11/2023👌🏻
@thakurd.g3397,Kya avaj he bhai ❤
@pagalbabugaming,Kon kon is song ko 2023 me sun Raha he 😊
@akshaypandey3427,Instagram Reels Dekh Kar Kaun Kaun Aya Hai
@ankitsahu_0184,"bachpan me keval ek hi line samjh aati thi😍


Mera Dil bhi kamina"
@berojgaaryoutuber2151,Anyone here in 2023
@Bsign295,Who listening in 2023❤
@alokkumarravi8595,2023 listeners attaindence lagao
@tonysama4501,10 sal bad .... 2023❤
@anshulmahawar8530,"This song is hidden like treasure  
I played this 2023❤❤❤❤"
@harshsharma448,Still vibing in 2023 😅😅
@Noname-jl6rq,"It's 2023,Still listening this masterpiece..❤❤"
@pathwayToData,"My girlfriend's elder sister name is Pooja

😂😂"
@Bhardwaj_speaks,Happy Diwali 🎇🎇🪔
@pratap5395,12/11/23 ko song sunne ko aaya😂😂😂😂😂
@pranjalyadav508,Legends listening this masterpiece in 2023 ❤
@shivakushwaha9921,Listen in 2023👀
@LK_GAM3R,am come again in 2023
@madboymg,Mera dil bhi kamina
@a_jay_saini,2013 में स्कूल में पूजा को छेड़ा करता था यह सॉन्ग बोलकर अब 2023 हो गया पूजा की शादी हो गई पर आज भी यह सॉन्ग बहुत पसंद है 😍😍😍🤩❤️
@pawanlal1581,Hard h ❤❤❤
@MohitKumar-sc4ch,my life best song ssc CGL maths ke questions solve karte vakt ye song sunte hai ❤❤❤❤🎉🎉🎉🎉😊😊
@DJBhaskar12,Still vibing 🖤🔥
@Indian_Sachin44,Reel se dekh ke aane wale 👉👉
@akashrai11,2023
@AyushSingh-on5cq,It's almost end of January 2024 but still vibing on this masterpiece ✨🙌😌
@Satyamkushwaha233,Legend listening this song in 2023
@vishaltiwari5431,Legends listening to this masterpiece in 2023❤
@Mrnegi428,10 nov 2023 still listening ❤️
@shivamsars1,Abhi abhi Instagram par reel dekhi thi fir song sunne agya
@itsritik73,Lady model name?
@anujrao20,In 2023 someone here
@ajaypunekar5831,Found this song like treasure
@fine_time,❤
@technicalsourabh1999,2023 mai kon kon sun raha hai ye song
@Skywalker_95,Kaun kaun 2023 me Ye Masterpiece sun raha hai😊
@krajputrb3506,Vibe to hai🎉
@takhtsingh3841,"I'm still listening now,, .❤❤"
@dearlovestatus5133,Who comes after Instagram Reels 😅
@KirandeepSingh-b1r,2023 ale ajo hun ❤
@jalvanshikishan6843,Where is this masterpiece 😊
@mahirshonah2938,10 years after listening this masterpiece but still fav of all time ❤❤
@vinodgoswami2023,Legend ❤
@prabhatpurigoswami7786,Koun koun meri tarah insta se reel dekh kar yahan aaya hai like karo😂😂
@rakeshsolankiofficial4386,2023 me kon sun ra 😂😂
@cargame95,2023 me kon Sun raha hai is song like karo
@tanmayswarnkar5130,2023 m reel dekh ke kon aya h 😂😂😂😂
@smartandroidsystem8172,Legends listening this song in 2023
@kshrahulsingha5879,It's 2023 still loved with this song 🎉❤
@saurabhsaigal7826,Just imagin someone girlfriend name is Pooja &this song play in Pooja's marriage what happens 😂😂😂
@Nikkubihar,Legend  listening thin 2023🎉
@MAA..बगलामुखी07,Aaj pure 10 saal baad suna ye song purane din yaad aaye❤❤❤
@AVIATIONLIFE,I am listening the song 5-6 times daily from last 3 months . 😅 today is 7 / 9 / 2023
@creatorgaurav074,Nov 2023😮
@airforcemotivetionlabhinay6401,Yha song mai 2023 nov 8 ko sun rha hu
@ArunKumar-fl7ih,2023 bale haziri lgaao
@aditya_kumar_jha_111,kon kon ye song 2023 me sun raha hai ❤❤
@villagewala1807,Bhayankar lyrics 😂🎯
@ashwinyele5541,2023 me kon kon dekh rha hai
@mahirshonah2938,10 year after but still in fav of all time ❤
@highlightmovies7212,2023  kon kon sunra hai oo like kare
@Raul-fz2hj,Actress name please
@M.k.Prajapati-j7e,Love this song ❤❤❤
@GREATABHI,Pooja ki choti behen nhi mili abtk😹🙀
@NkNarender1998,I am listening for yaro maal road utte line
@starttogether7529,Whats the name of its heroin
@mr_balkhi.19,Just imagine someone dance on this song where Pooja's name H.O.D. sit front of him😂
@sweetvibes99-u6k,Yama dula kija na
@pradhumngupta1242,2023 October presented here 😅😅
@hritiksondarva69,Reel dekh ke aya hun song sun ne 😂
@anilmradange1235,2:45 . Thanks me later
@prabhat.rathod,"trending par lana hoga es songe ko  share kro es song nahi tho memes banavo kuch bhi kr ke trending par lana hoga 
😊😊"
@awaarastoner3296,2023 Attendance
@manishray4871,2:45 there u go❤❤❤❤
@Hi_there_12,2:45 magical lyrics idk why i can't stop listening again and again 😂🤣
@NkNarender1998,Fresh vibe
@Dr.shailendra00,2023 m kon kon sun rha h
@deepakk1347,Vo ladki kya Pankhudi hai Pyaar ka dard hai serial ki?
@rockysrawat2654,"Very nice song.... ,💕💕"
@AnshuNareda25,It's 2:45  ❤
@aryangautam9283,I loved that era❤
@Dehativlogger33,Osm ❤❤
@bkabhishekmeena6774,"Anyone in 2023?? 
Kya gana hai yarr❤"
@uttamtev429,Pooja the choti bahn di 😀😀😀
@amarkumar107,That's a masterpiece🤞🏻🤞🏻
@bhanusingh3411,2:45😁
@hemantKumarbairwa.,Legends are watching this song in 2023
@vikasyaduvanshi1203,HIt Like button if you listen this song in 2023
@ajaygujjar3897,Magic magic ..please like this comment that remember me about this and bring me again in this beautiful hangover zone❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤
@prashantpandey9937,Does anyone know model name? Is she Sonal Chauhan?
@LokeshKumar-zd7tk,Ultra legend are watching in 2013😂😂😂
@recipes_by_iqra,❤
@Deshmukh153,This song is very underrated 😢. But I love this song❤💯
@KidzLand-rz3qx,July -23 😂
@Iwisheiwkznznchrjeie,2:46
@gondwanaculture3621,वेरी वेरी नाइस यह गाना सुनकर दिल खुश हो जाता है क्या बात है❤❤❤🌄🌄🌄💯💯💯
@Anil-qe8wk,2023 me Koii Sun rha hai kia😂
@Ram__________69-k8w,Poja ki choti bahen  suriti  meri girl friend hai  bhai 💯
@sanjeetkumar-sn6qx,Best song 👍👌👌👌👌👌👌👌👌👌👏🇮🇳🌈🌻🕖📲🥀🌾🌴🌙🌙🌙🌙🌙🌙🌙🌙🌙🌙🌙👏👏🪔🌄🌅🌄👍👌👌👌👌👌👌👌👌 🌈🐘
@prachipatel6374,This song is dedicated by pooja ki chotii behn 😅
@lalitsutharlalitsuthar9111,Nice song
@manishmeena1,I really hope she was not underage while filming this 😂
@ilptpe9148,Very nice song
@roku_shiv4938,Can somebody translate this....what is he actually saying.
@ssmdiofficial8693,2023😂
@bhoopendrakumar2301,नम गिल बेस्ट सिंगर
@dineshkumardineshkumar4174,Kuchh song yese hote hai Jo humesa achhe lagte hai ❤
@dineshkumardineshkumar4174,Jitni bar sulo ye song utni bar Kam hai Blok fastr song ❤
@HemantDewaasi,Super Song
@hugovelazquezresendez9079,"Tiene buen ritmo, saludos desde Tijuana Mexico"
@BADSHAHKIPREDICTION,Most underrated Singer nmar gill 😥😥😥
@bhanubhadhoriya4200,Supervv song
@riturajchoudhary6481,Aaj v 1 no song h
@vishalmodia7080,❤🔥
@DeepakJAT0007,Those beats 😍
@ranjanbiswal7540,"I'm the only witnesses here, who had been seeing the increment in likes since 10 years.

From 50K to 312K."
@LalChand-yc2yn,I love song
@taporikingrahuldjcreations1274,🕉️SHIV 🕉️
@taporikingrahuldjcreations1274,NAMAR GILL 👑
@taporikingrahuldjcreations1274,NAMAR GILL
@satyapalsingh5779,इस गाने का मतलब हिंदी में बताओ koi
@mathsby4582,Who is listening this song in 03/2023
@kuldeepthakur2230,"Anyone here in 2023 
After 9 years still on vibe"
@mycloudstorage99,When it's released people were not ready for this kind of masterpiece
@waqasgoraya5459,Awesome 👍 Pakistan Flag
@unknown-ir8ur,2:49 her smile 🥰☺️
@sapnilpatel1645,Anyone listening this in 2023 ?
@zahidhusain7589,What's is actress name
@पप्पुवर्मा-च3प,Va😊🙊👌👌👌
@flyingtalk504,Feb 2k23
@kirankakad9003,2023
@ig__devil2701,Old is gold enjoy this era
@pradeepofficial-tw7bi,Osm
@Mr.Narendra108,"दिल भी ,दिमाग भी ,कर्म भी ,कमीना 😂😂😂🤭🤭"
@vipinniranjan1662,Baljeet ki expressions bhayankar he 😂
